"_ano_pesquisa","cargo_atual","nivel","faixa_salarial","qtd_respondentes"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Menos de R$ 1.000/mês","1"
"2023","DBA/Administrador de Banco de Dados","Júnior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2023","Estatístico","Sênior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Analista de BI/BI Analyst","Sênior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Analista de BI/BI Analyst","Pleno","Acima de R$ 40.001/mês","1"
"2023","Economista","Sênior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Pleno","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","DBA/Administrador de Banco de Dados","Júnior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2023","Economista","Pleno","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Analista de BI/BI Analyst","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Professor/Pesquisador","Pleno","Menos de R$ 1.000/mês","1"
"2023","Outra Opção","Júnior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2023","Analista de BI/BI Analyst","Sênior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2023","Estatístico","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Economista","Sênior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2023","Analista de Dados/Data Analyst","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Júnior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Analytics Engineer","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Estatístico","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Estatístico","Júnior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Outra Opção","Pleno","de R$ 12.001/mês a R$ 16.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Analytics Engineer","Pleno","de R$ 25.001/mês a R$ 30.000/mês","1"
"2023","Estatístico","Júnior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Pleno","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Acima de R$ 40.001/mês","1"
"2023","Analista de Negócios/Business Analyst","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2023","Analytics Engineer","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Sênior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2023","Analista de BI/BI Analyst","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2023","Economista","Júnior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2023","Cientista de Dados/Data Scientist","Pleno","de R$ 25.001/mês a R$ 30.000/mês","1"
"2023","Economista","Pleno","de R$ 8.001/mês a R$ 12.000/mês","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2023","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2023","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 4.001/mês a R$ 6.000/mês","1"
"2023","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2023","Analista de Dados/Data Analyst","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2023","Analista de Dados/Data Analyst","Pleno","Acima de R$ 40.001/mês","1"
"2023","Estatístico","Júnior","Menos de R$ 1.000/mês","1"
"2023","Analista de Suporte/Analista Técnico","Sênior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2023","Outras Engenharias (não inclui dev)","Pleno","Menos de R$ 1.000/mês","1"
"2023","Analista de Inteligência de Mercado/Market Intelligence","Júnior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2023","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Menos de R$ 1.000/mês","1"
"2023","Analista de Negócios/Business Analyst","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024",,,,"354"
"2024",,,"de R$ 16.001/mês a R$ 20.000/mês","205"
"2024",,,"de R$ 12.001/mês a R$ 16.000/mês","179"
"2024",,,"de R$ 20.001/mês a R$ 25.000/mês","153"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","140"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","140"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","133"
"2024",,,"de R$ 8.001/mês a R$ 12.000/mês","119"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","114"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","112"
"2024",,,"de R$ 25.001/mês a R$ 30.000/mês","101"
"2024",,,"de R$ 30.001/mês a R$ 40.000/mês","96"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","92"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","89"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","87"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","83"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","82"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","77"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","76"
"2024",,,"Acima de R$ 40.001/mês","72"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","65"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","64"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 6.001/mês a R$ 8.000/mês","59"
"2024",,,"de R$ 6.001/mês a R$ 8.000/mês","57"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","55"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","50"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 6.001/mês a R$ 8.000/mês","50"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","50"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","48"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","44"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","43"
"2024","Outra Opção","Júnior","de R$ 2.001/mês a R$ 3.000/mês","41"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","40"
"2024","Analytics Engineer","Sênior","de R$ 12.001/mês a R$ 16.000/mês","39"
"2024","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","38"
"2024","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","36"
"2024","Analytics Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","34"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","34"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 4.001/mês a R$ 6.000/mês","33"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 20.001/mês a R$ 25.000/mês","31"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 4.001/mês a R$ 6.000/mês","31"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","30"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 4.001/mês a R$ 6.000/mês","29"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","28"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","28"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","27"
"2024",,,"de R$ 4.001/mês a R$ 6.000/mês","26"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 16.001/mês a R$ 20.000/mês","25"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 20.001/mês a R$ 25.000/mês","25"
"2024","Analytics Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","24"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","24"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 4.001/mês a R$ 6.000/mês","24"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","24"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 30.001/mês a R$ 40.000/mês","23"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 6.001/mês a R$ 8.000/mês","23"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 8.001/mês a R$ 12.000/mês","23"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 12.001/mês a R$ 16.000/mês","22"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 12.001/mês a R$ 16.000/mês","21"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","20"
"2024","Analytics Engineer","Pleno","de R$ 8.001/mês a R$ 12.000/mês","20"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","20"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","19"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 12.001/mês a R$ 16.000/mês","19"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","19"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 8.001/mês a R$ 12.000/mês","18"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","18"
"2024","Outra Opção","Júnior","de R$ 3.001/mês a R$ 4.000/mês","18"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","18"
"2024","Outra Opção","Sênior","de R$ 8.001/mês a R$ 12.000/mês","17"
"2024",,,"de R$ 3.001/mês a R$ 4.000/mês","17"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 12.001/mês a R$ 16.000/mês","17"
"2024","Analytics Engineer","Pleno","de R$ 4.001/mês a R$ 6.000/mês","17"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 3.001/mês a R$ 4.000/mês","17"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 2.001/mês a R$ 3.000/mês","16"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","16"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 2.001/mês a R$ 3.000/mês","16"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","16"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","15"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 6.001/mês a R$ 8.000/mês","15"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 8.001/mês a R$ 12.000/mês","15"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 3.001/mês a R$ 4.000/mês","15"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Acima de R$ 40.001/mês","14"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 25.001/mês a R$ 30.000/mês","14"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 1.001/mês a R$ 2.000/mês","14"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 25.001/mês a R$ 30.000/mês","13"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 2.001/mês a R$ 3.000/mês","13"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 2.001/mês a R$ 3.000/mês","13"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 8.001/mês a R$ 12.000/mês","12"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","12"
"2024","Outra Opção","Pleno","de R$ 4.001/mês a R$ 6.000/mês","12"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 16.001/mês a R$ 20.000/mês","12"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","12"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 8.001/mês a R$ 12.000/mês","12"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","12"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 6.001/mês a R$ 8.000/mês","11"
"2024","Outra Opção","Sênior","de R$ 12.001/mês a R$ 16.000/mês","11"
"2024","Outra Opção","Pleno","de R$ 6.001/mês a R$ 8.000/mês","11"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","11"
"2024","Outra Opção","Júnior","de R$ 4.001/mês a R$ 6.000/mês","11"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 6.001/mês a R$ 8.000/mês","11"
"2024","Outra Opção","Sênior","de R$ 16.001/mês a R$ 20.000/mês","11"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 12.001/mês a R$ 16.000/mês","11"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","11"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","11"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 20.001/mês a R$ 25.000/mês","10"
"2024",,,"de R$ 2.001/mês a R$ 3.000/mês","10"
"2024","Analytics Engineer","Júnior","de R$ 2.001/mês a R$ 3.000/mês","10"
"2024","Outra Opção","Pleno","de R$ 3.001/mês a R$ 4.000/mês","10"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 4.001/mês a R$ 6.000/mês","10"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 16.001/mês a R$ 20.000/mês","10"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 6.001/mês a R$ 8.000/mês","9"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 2.001/mês a R$ 3.000/mês","9"
"2024","Outra Opção","Pleno","de R$ 8.001/mês a R$ 12.000/mês","9"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 12.001/mês a R$ 16.000/mês","9"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","9"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 3.001/mês a R$ 4.000/mês","8"
"2024","Outra Opção","Júnior","Menos de R$ 1.000/mês","8"
"2024","Outra Opção","Júnior","de R$ 8.001/mês a R$ 12.000/mês","8"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 1.001/mês a R$ 2.000/mês","8"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","8"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","8"
"2024","Outra Opção","Júnior","de R$ 6.001/mês a R$ 8.000/mês","8"
"2024","Outra Opção","Pleno","de R$ 2.001/mês a R$ 3.000/mês","7"
"2024",,,"de R$ 1.001/mês a R$ 2.000/mês","7"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","7"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 8.001/mês a R$ 12.000/mês","7"
"2024","Analytics Engineer","Júnior","de R$ 4.001/mês a R$ 6.000/mês","7"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","7"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 3.001/mês a R$ 4.000/mês","7"
"2024","Cientista de Dados/Data Scientist","Sênior","de R$ 30.001/mês a R$ 40.000/mês","7"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 1.001/mês a R$ 2.000/mês","7"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 2.001/mês a R$ 3.000/mês","7"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 6.001/mês a R$ 8.000/mês","7"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 25.001/mês a R$ 30.000/mês","6"
"2024","Analytics Engineer","Sênior","de R$ 6.001/mês a R$ 8.000/mês","6"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","6"
"2024","Analista de BI/BI Analyst","Júnior","Menos de R$ 1.000/mês","6"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 6.001/mês a R$ 8.000/mês","6"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 16.001/mês a R$ 20.000/mês","6"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 3.001/mês a R$ 4.000/mês","6"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 16.001/mês a R$ 20.000/mês","6"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 30.001/mês a R$ 40.000/mês","6"
"2024","Cientista de Dados/Data Scientist","Sênior","Acima de R$ 40.001/mês","6"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 12.001/mês a R$ 16.000/mês","5"
"2024","Outra Opção","Sênior","de R$ 6.001/mês a R$ 8.000/mês","5"
"2024","Analytics Engineer","Júnior","de R$ 6.001/mês a R$ 8.000/mês","5"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 16.001/mês a R$ 20.000/mês","5"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 20.001/mês a R$ 25.000/mês","5"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 8.001/mês a R$ 12.000/mês","5"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 3.001/mês a R$ 4.000/mês","5"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 4.001/mês a R$ 6.000/mês","5"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 12.001/mês a R$ 16.000/mês","5"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Acima de R$ 40.001/mês","5"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 25.001/mês a R$ 30.000/mês","4"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 3.001/mês a R$ 4.000/mês","4"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 4.001/mês a R$ 6.000/mês","4"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 1.001/mês a R$ 2.000/mês","4"
"2024","Outras Engenharias (não inclui dev)","Sênior","de R$ 12.001/mês a R$ 16.000/mês","4"
"2024","Outras Engenharias (não inclui dev)","Pleno","de R$ 8.001/mês a R$ 12.000/mês","4"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 6.001/mês a R$ 8.000/mês","4"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 12.001/mês a R$ 16.000/mês","4"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 2.001/mês a R$ 3.000/mês","4"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","4"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 20.001/mês a R$ 25.000/mês","4"
"2024","Analista de Dados/Data Analyst","Sênior","de R$ 25.001/mês a R$ 30.000/mês","4"
"2024","Outra Opção","Sênior","de R$ 4.001/mês a R$ 6.000/mês","4"
"2024","Estatístico","Sênior","de R$ 8.001/mês a R$ 12.000/mês","4"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 16.001/mês a R$ 20.000/mês","4"
"2024","Analytics Engineer","Pleno","de R$ 12.001/mês a R$ 16.000/mês","4"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","3"
"2024","Analytics Engineer","Pleno","de R$ 3.001/mês a R$ 4.000/mês","3"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 8.001/mês a R$ 12.000/mês","3"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 3.001/mês a R$ 4.000/mês","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 30.001/mês a R$ 40.000/mês","3"
"2024","Analista de Dados/Data Analyst","Júnior","Menos de R$ 1.000/mês","3"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 2.001/mês a R$ 3.000/mês","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 8.001/mês a R$ 12.000/mês","3"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","3"
"2024","Outras Engenharias (não inclui dev)","Pleno","de R$ 12.001/mês a R$ 16.000/mês","3"
"2024","Outras Engenharias (não inclui dev)","Pleno","de R$ 6.001/mês a R$ 8.000/mês","3"
"2024","Outra Opção","Sênior","de R$ 30.001/mês a R$ 40.000/mês","3"
"2024","Analytics Engineer","Júnior","de R$ 3.001/mês a R$ 4.000/mês","3"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 4.001/mês a R$ 6.000/mês","3"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 6.001/mês a R$ 8.000/mês","3"
"2024","Outra Opção","Sênior","Acima de R$ 40.001/mês","3"
"2024","Outra Opção","Pleno","de R$ 1.001/mês a R$ 2.000/mês","3"
"2024","Analytics Engineer","Sênior","de R$ 20.001/mês a R$ 25.000/mês","3"
"2024","Arquiteto de Dados/Data Architect","Pleno","de R$ 6.001/mês a R$ 8.000/mês","3"
"2024","Analytics Engineer","Sênior","de R$ 25.001/mês a R$ 30.000/mês","3"
"2024","Arquiteto de Dados/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","3"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Menos de R$ 1.000/mês","3"
"2024","Analytics Engineer","Júnior","de R$ 1.001/mês a R$ 2.000/mês","3"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 4.001/mês a R$ 6.000/mês","3"
"2024","Professor/Pesquisador","Pleno","de R$ 8.001/mês a R$ 12.000/mês","3"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 8.001/mês a R$ 12.000/mês","3"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 30.001/mês a R$ 40.000/mês","3"
"2024","Analytics Engineer","Pleno","de R$ 16.001/mês a R$ 20.000/mês","3"
"2024","Analytics Engineer","Sênior","de R$ 30.001/mês a R$ 40.000/mês","3"
"2024",,,"Menos de R$ 1.000/mês","3"
"2024","Outras Engenharias (não inclui dev)","Sênior","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Professor/Pesquisador","Pleno","de R$ 6.001/mês a R$ 8.000/mês","2"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 16.001/mês a R$ 20.000/mês","2"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 20.001/mês a R$ 25.000/mês","2"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 20.001/mês a R$ 25.000/mês","2"
"2024","Professor/Pesquisador","Sênior","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Professor/Pesquisador","Pleno","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Outra Opção","Pleno","de R$ 16.001/mês a R$ 20.000/mês","2"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 16.001/mês a R$ 20.000/mês","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 25.001/mês a R$ 30.000/mês","2"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 1.001/mês a R$ 2.000/mês","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 3.001/mês a R$ 4.000/mês","2"
